191;Nikhil@Merritt;Claudia;!8638;}615943;809450;5 NE. Newcastle Drive;;Nintendo;Court Reporter;(801) 814-0510;kspiteri@icloud.com;191-sad.png;;4/14/19;3/6/24;B;87 66;120201;WA1AV94L37D000070;Kia;Rio;2016;1702;385;2;front-wheel drive
192;Blaine@Melendez;Vivian;!5428;}298274;921280;Ithaca, NY 14850;;Johnson & Johnson;Bookkeeping clerk;(362) 338-4199;rtanter@att.net;192-smile.png;;2/23/19;1/25/21;B;90 65;677102;WVWAA7AJ5CW398762;Kia;Rio;2014;1587;301;2;front-wheel drive
193;Clayton@Munoz;Caylen;!8862;}885055;225076;94 Longbranch St.;;HSBC;Landscape Architect;(897) 655-0021;twoflower@mac.com;193-in-love-2.png;;2/6/19;5/26/19;B;70 72;962735;1G6AP5SX1E0768734;Kia;Rio;2001;1713;302;3;front-wheel drive
194;Khalil@Montgomery;Eloise;!2574;}326715;276634;Mount Prospect, IL 60056;;Kellogg Company;College Professor;(710) 859-3522;howler@msn.com;194-happy.png;;5/27/18;6/3/25;B;85 80;622744;WBAWV13557P451979;Kia;Soul;1993;1560;307;2;front-wheel drive
195;Bruce@Medina;Elein;!7843;}990305;242952;566 Gulf St.;;MasterCard;Respiratory Therapist;(612) 934-2623;yfreund@sbcglobal.net;195-kiss-1.png;;8/5/18;4/10/20;B;82 46;115947;1G6DA1E30E0416888;Kia;Soul;2010;1506;310;2;front-wheel drive
196;Lesly@Landry;Gregory;!5688;}765287;140550;Wantagh, NY 11793;;Gucci;Mason;(896) 396-9500;nogin@msn.com;196-in-love-1.png;;11/6/18;12/10/21;B;19 74;705660;SALFR2BG8FH292196;Kia;Avella;2017;1769;311;2;front-wheel drive
197;Alyson@Hartman;Lee;!7217;}461000;925983;518 Clinton Ave.;;Mercedes-Benz;Veterinarian;(533) 891-1018;onestab@live.com;197-in-love.png;;2/6/19;12/26/26;B;39 46;518387;TRUDD38J481844056;Kia;Cee'd;2015;1567;340;1;front-wheel drive
198;Ellen@Contreras;Fawn;!1559;}96165;783035;Encino, CA 91316;;L'Or_al;Architect;(309) 279-3798;lcheng@mac.com;198-kiss.png;;1/21/19;12/18/22;B;63 60;909624;WDDHH8HB5BA767975;Kia;Cee'd;1997;1788;345;1;front-wheel drive
199;Sofia@Barr;Kingston;!3480;}736537;897782;370 Ashley Lane;;KFC;Accountant;(483) 664-9876;bdthomas@yahoo.com;199-angry.png;;8/17/18;1/28/28;B;33 65;198629;WA1CV74LX9D994734;Kia;Cee'd;2019;1784;370;2;front-wheel drive
200;Joyce@Wilkerson;Payten;!6440;}241468;838036;Wausau, WI 54401;;General Electric;School Counselor;(765) 461-9730;hoangle@optonline.net;200-sleepy.png;;2/15/19;9/2/25;B;75 68;533909;1FTSX2A58AE041570;Kia;Sephia;1996;1651;371;2;front-wheel drive
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
